Critic_Count,Critic_Score,Developer,EU_Sales,Genre,Global_Sales,JP_Sales,NA_Sales,Name,Other_Sales,Publisher,Rating,User_Count,User_Score,Year_of_Release,Nominal_Critic_Score,Nominal_User_Score,Nominal_NA_Sales,Nominal_JP_Sales,Nominal_EU_Sales,Nominal_Other_Sales,Nominal_Global_Sales
12,6.3,EA Bright Light,330000.0,Puzzle,1430000.0,0.0,960000.0,Hasbro Family Game Night,130000.0,Electronic Arts,E,11,7.5,2008,Medium,Medium,1,0c,0,0,28
25,6.4,Backbone Entertainment,420000.0,Racing,1420000.0,0.0,730000.0,Sonic Rivals,270000.0,Sega,E,38,7.8,2006,Medium,Medium,1,0c,0,0,28
7,5.9,Sand Grain Studios,560000.0,Sports,1510000.0,0.0,770000.0,Cabela s Big Game Hunter,180000.0,Activision,T,12,7.8,2002,Low,Medium,1,0c,1,0,30
0,7.3378125,Electronic Arts,50000.0,Sports,1420000.0,0.0,1350000.0,NBA Live 06 (Weekly american sales),20000.0,Electronic Arts,E,0,7.132601010101009,2005,Medium,Medium,2,0c,0,0,28
75,6.4,Maxis,770000.0,Simulation,1420000.0,0.0,480000.0,SimCity (2013),170000.0,Electronic Arts,E10+,4572,2.2,2013,Medium,Worst,0,0c,1,0,28
56,8.9,Flagship,220000.0,Action,1420000.0,220000.0,890000.0,The Legend of Zelda: The Minish Cap,100000.0,Nintendo,E,203,9.0,2004,High,High,1,0c,0,0,28
104,8.066666666666668,EA Tiburon,300000.0,Sports,2430000.0,0.0,1910000.0,NFL Street,220000.0,Electronic Arts,E,58,8.566666666666668,2004,Medium,High,3,0c,0,0,48
0,8.01689189189189,Nintendo,120000.0,Action,1420000.0,710000.0,570000.0,Super Metroid,20000.0,Nintendo,E,0,7.977027027027025,1994,Medium,Medium,1,1c,0,0,28
0,6.627380952380952,Namco Bandai Games,0.0,Sports,1420000.0,1300000.0,120000.0,Pro Yakyuu Family Stadium  87,0.0,Namco Bandai Games,E,0,7.155952380952383,1987,Medium,Medium,0,2c,0,0,28
18,8.1,EA Tiburon,470000.0,Sports,1420000.0,0.0,800000.0,Tiger Woods PGA Tour 09 All-Play,140000.0,Electronic Arts,E,34,8.7,2008,Medium,High,1,0c,0,0,28
107,8.1,PlatinumGames,510000.0,Action,1900000.0,440000.0,750000.0,Metal Gear Rising: Revengeance,200000.0,Konami Digital Entertainment,M,1104,7.85,2013,Medium,Medium,1,0c,1,0,37
0,7.390344202898553,Capcom,380000.0,Action,1420000.0,350000.0,630000.0,Resident Evil (Remake),50000.0,Capcom,T,0,7.886845878136195,2002,Medium,Medium,1,0c,0,0,28
89,6.425,Ubisoft Montpellier,89999.99999999999,Misc,1780000.0,20000.0,1529999.9999999998,Rayman Raving Rabbids,140000.0,Ubisoft,E,174,7.225,2006,Medium,Medium,3,0c,0,0,35
33,7.7,TOSE,70000.0,Role-Playing,1410000.0,1240000.0,90000.0,Dragon Quest Monsters: Joker 2,20000.0,Square Enix,E,15,7.3,2010,Medium,Medium,0,2c,0,0,28
151,8.1,Yuke s,770000.0,Fighting,2940000.0,20000.0,1810000.0,UFC Undisputed 2010,329999.99999999994,THQ,T,141,6.966666666666666,2010,Medium,Medium,3,0c,1,0,58
95,5.433333333333334,Danger Close,1220000.0,Action,2889999.9999999995,70000.0,1210000.0,Medal of Honor: Warfighter,400000.0,Electronic Arts,M,1286,5.6000000000000005,2012,Low,Low,2,0c,2,0,57
0,7.3378125,Electronic Arts,610000.0000000001,Fighting,2330000.0,0.0,1650000.0,Knockout Kings 2000,70000.0,Electronic Arts,E,0,7.132601010101009,1999,Medium,Medium,3,0c,1,0,46
0,8.2,Sony Computer Entertainment,470000.0,Racing,1410000.0,770000.0,0.0,Gran Turismo 4 Prologue,170000.0,Sony Computer Entertainment,RP,0,7.25,2003,Medium,Medium,0,1c,0,0,28
15,9.1,Incognito Inc.,170000.0,Racing,1410000.0,0.0,1190000.0,Twisted Metal: Black,50000.0,Sony Computer Entertainment,M,98,8.4,2001,High,Medium,2,0c,0,0,28
19,8.7,EA Tiburon,560000.0,Racing,1529999.9999999998,0.0,789999.9999999999,NASCAR 2005: Chase for the Cup,180000.0,Electronic Arts,E,15,8.4,2004,High,Medium,1,0c,1,0,30
0,8.2,Sony Computer Entertainment,200000.0,Sports,1400000.0,0.0,1150000.0,2Xtreme,50000.0,Sony Computer Entertainment,RP,0,7.25,1996,Medium,Medium,2,0c,0,0,27
92,6.975,Traveller s Tales,1010000.0,Action,3360000.0,0.0,2010000.0,LEGO Indiana Jones 2: The Adventure Continues,350000.0,Activision,E10+,74,7.15,2009,Medium,Medium,4,0c,2,0,67
97,6.6000000000000005,Namco,510000.0,Racing,2360000.0,1110000.0,390000.0,Ridge Racer,340000.0,Sony Computer Entertainment,E,124,5.949999999999998,2004,Medium,Low,0,2c,1,0,47
30,7.9,Dimps Corporation,520000.0,Platform,1400000.0,80000.0,740000.0,Sonic Advance 3,60000.0,THQ,E,34,8.4,2004,Medium,Medium,1,0c,1,0,27
50,8.6,Codemasters,1060000.0,Racing,1440000.0,20000.0,60000.0,Colin McRae Rally 3,300000.0,Codemasters,E,38,7.550000000000002,2002,High,Medium,0,0c,2,0,28
85,8.6,Playground Games,1150000.0,Racing,2179999.9999999995,10000.0,850000.0,Forza Horizon 2,169999.99999999994,Microsoft Game Studios,E10+,1093,6.65,2014,High,Medium,1,0c,2,0,43
0,8.01689189189189,Nintendo,190000.0,Role-Playing,1390000.0,1180000.0,0.0,Inazuma Eleven 2,30000.0,Nintendo,E,0,7.977027027027025,2009,Medium,Medium,0,2c,0,0,27
0,5.5,Konami Digital Entertainment,170000.0,Action,1390000.0,150000.0,1050000.0,Teenage Mutant Ninja Turtles III: The Manhattan Project,20000.0,Konami Digital Entertainment,RP,0,6.1,1991,Low,Medium,2,0c,0,0,27
51,6.75,Omega Force,190000.0,Action,1440000.0,910000.0,280000.0,Dynasty Warriors 5,60000.0,Tecmo Koei,T,72,8.4,2005,Medium,Medium,0,1c,0,0,28
0,6.183333333333334,Disney Interactive Studios,380000.0,Action,1390000.0,0.0,870000.0,Hannah Montana: Spotlight World Tour,130000.0,Disney Interactive Studios,E10+,0,6.216666666666667,2007,Medium,Medium,1,0c,0,0,27
105,8.033333333333333,NetherRealm Studios,1180000.0000000002,Fighting,3790000.0,10000.0,2090000.0,Injustice: Gods Among Us,520000.0,Warner Bros. Interactive Entertainment,T,756,7.900000000000001,2013,Medium,Medium,4,0c,2,1,75
71,6.4,Arzest,530000.0,Platform,1380000.0,280000.0,480000.0,Yoshi s New Island,90000.0,Nintendo,E,155,6.1,2014,Medium,Medium,0,0c,1,0,27
0,8.01689189189189,Nintendo,320000.0,Role-Playing,1380000.0,490000.0,500000.0,Bravely Default: Flying Fairy,80000.0,Nintendo,E,0,7.977027027027025,2012,Medium,Medium,0,0c,0,0,27
77,6.0,Crytek,430000.0,Action,1380000.0,0.0,830000.0,Ryse: Son of Rome,130000.0,Microsoft Game Studios,M,1409,6.1,2013,Low,Medium,1,0c,0,0,27
0,8.01689189189189,Nintendo,180000.0,Role-Playing,1380000.0,590000.0,580000.0,Paper Mario,20000.0,Nintendo,E,0,7.977027027027025,2000,Medium,Medium,1,1c,0,0,27
147,8.6,Crystal Dynamics,1450000.0000000002,Adventure,2760000.0,60000.0,960000.0,Rise of the Tomb Raider,290000.0000000001,Square Enix,M,2381,7.8,2015,High,Medium,1,0c,2,0,55
0,6.966666666666667,Take-Two Interactive,540000.0,Shooter,1380000.0,0.0,770000.0,Duke Nukem: Time to Kill,70000.0,Take-Two Interactive,E10+,0,7.543749999999999,1998,Medium,Medium,1,0c,1,0,27
54,7.833333333333332,"Z-Axis, Ltd.",630000.0000000001,Sports,1860000.0,0.0,1030000.0,Dave Mirra Freestyle BMX 2,200000.0,Acclaim Entertainment,T,34,8.0,2001,Medium,Medium,2,0c,1,0,37
44,6.125,Now Production,260000.0,Action,2940000.0,0.0,2450000.0,Bakugan: Battle Brawlers,240000.0,Activision,E,39,6.6,2009,Medium,Medium,4,0c,0,0,58
172,8.933333333333334,Eidos Montreal,1360000.0,Shooter,3430000.0,90000.00000000001,1560000.0,Deus Ex: Human Revolution,430000.0,Square Enix,M,4435,8.333333333333334,2011,High,Medium,3,0c,2,0,68
0,5.652564102564103,Activision,520000.0,Misc,1370000.0,0.0,760000.0,A Collection of Activision Classic Games for the Atari 2600,90000.0,Activision,T,0,6.2716666666666665,1998,Low,Medium,1,0c,1,0,27
44,8.1,"Square Enix, Think and Feel",410000.0,Role-Playing,1370000.0,540000.0,330000.0,Final Fantasy XII: Revenant Wings,100000.0,Square Enix,E10+,60,6.1,2007,Medium,Medium,0,1c,0,0,27
67,8.6,Obsidian Entertainment,370000.0,Role-Playing,1430000.0000000002,0.0,1000000.0,Star Wars Knights of the Old Republic II: The Sith Lords,60000.00000000001,Activision,T,140,8.6,2004,High,High,1,0c,0,0,28
0,8.01689189189189,Nintendo,0.0,Strategy,1370000.0,1370000.0,0.0,Pocket Monsters Stadium,0.0,Nintendo,E,0,7.977027027027025,1998,Medium,Medium,0,2c,0,0,27
186,7.2285714285714295,Maxis,1090000.0,Simulation,4370000.0,0.0,2719999.9999999995,The Sims 2,580000.0000000001,Electronic Arts,T,920,7.014285714285713,2005,Medium,Medium,5,0c,2,1,87
45,7.8,Namco Bandai Games,700000.0,Racing,1360000.0,160000.0,240000.0,Ridge Racer 7,260000.0,Namco Bandai Games,E,52,7.1,2006,Medium,Medium,0,0c,1,0,27
84,6.400000000000001,Red Storm Entertainment,800000.0,Shooter,2510000.0,0.0,1560000.0,Tom Clancy s Ghost Recon 2,160000.0,Ubisoft,T,88,5.433333333333334,2004,Medium,Low,3,0c,1,0,50
21,7.5,Vicarious Visions,660000.0,Platform,1360000.0,0.0,630000.0,Crash Bandicoot 2: N-Tranced,70000.0,Vivendi Games,E,30,7.8,2003,Medium,Medium,1,0c,1,0,27
0,5.5,Konami Digital Entertainment,80000.0,Shooter,1360000.0,1000000.0,270000.0,Gradius,10000.0,Konami Digital Entertainment,RP,0,6.1,1986,Low,Medium,0,1c,0,0,27
0,6.842857142857143,Atari,330000.0,Shooter,2010000.0,0.0,1620000.0,Centipede,50000.0,Atari,E,0,7.435714285714286,1981,Medium,Medium,3,0c,0,0,40
75,7.433333333333334,Namco,720000.0000000001,Shooter,2220000.0,0.0,1310000.0000000002,Dead to Rights,200000.0,Electronic Arts,M,59,8.833333333333334,2002,Medium,High,2,0c,1,0,44
74,7.599999999999999,THQ,1060000.0,Action,2770000.0,0.0,1340000.0,WWE  13,370000.0,THQ,T,218,7.366666666666667,2012,Medium,Medium,2,0c,2,0,55
0,5.5,Konami Digital Entertainment,0.0,Simulation,1350000.0,1260000.0,0.0,Dance Dance Revolution (Japan),90000.0,Konami Digital Entertainment,RP,0,6.1,1999,Low,Medium,0,2c,0,0,26
16,6.3,Electronic Arts,520000.0,Misc,1350000.0,0.0,700000.0,Hasbro Family Game Night 2,130000.0,Electronic Arts,E,6,6.3,2009,Medium,Medium,1,0c,1,0,26
0,7.3378125,Electronic Arts,30000.0,Sports,1350000.0,0.0,1290000.0,Madden NFL 98,30000.0,Electronic Arts,E,0,7.132601010101009,1997,Medium,Medium,2,0c,0,0,26
17,6.0,Taito Corporation,420000.0,Puzzle,1350000.0,10000.0,790000.0,Gardening Mama,130000.0,505 Games,E,4,9.3,2009,Low,High,1,0c,0,0,26
63,8.2,Evolution Studios,650000.0,Racing,1350000.0,20000.0,430000.0,MotorStorm: Pacific Rift,250000.0,Sony Computer Entertainment,T,318,8.0,2008,Medium,Medium,0,0c,1,0,26
57,7.199999999999998,Omega Force,70000.0,Action,1420000.0000000002,1060000.0,270000.0,Samurai Warriors,20000.0,Electronic Arts,T,28,8.85,2004,Medium,High,0,2c,0,0,28
96,8.4,The Coalition,440000.0,Shooter,1350000.0,0.0,780000.0,Gears of War 4,120000.0,Microsoft Game Studios,M,815,6.2,2016,Medium,Medium,1,0c,0,0,26
0,8.189473684210526,SquareSoft,40000.0,Role-Playing,1350000.0,1070000.0,150000.0,SaGa Frontier,90000.0,SquareSoft,T,0,8.163157894736843,1997,Medium,Medium,0,2c,0,0,26
0,8.2,Sony Computer Entertainment,1040000.0,Misc,1350000.0,0.0,0.0,SingStar Party,310000.0,Sony Computer Entertainment,RP,0,7.25,2004,Medium,Medium,0,0c,2,0,26
0,5.349999999999999,Papaya Studios,30000.0,Adventure,1350000.0,0.0,1220000.0,Disney Princess: Enchanted Journey,90000.0,Disney Interactive Studios,E,4,4.3,2007,Low,Low,2,0c,0,0,26
35,7.199999999999998,Pitbull Syndicate,260000.0,Racing,1760000.0,10000.0,1299999.9999999998,Test Drive,200000.0,Atari,T,33,8.05,2002,Medium,Medium,2,0c,0,0,35
71,7.9,Team Ninja,270000.0,Action,1340000.0,130000.0,850000.0,Metroid: Other M,100000.0,Nintendo,T,482,6.5,2010,Medium,Medium,1,0c,0,0,26
168,8.5,Crytek,1500000.0,Action,3370000.0,80000.0,1329999.9999999998,Crysis 2,460000.0,Electronic Arts,M,2533,7.166666666666668,2011,Medium,Medium,2,0c,2,0,67
56,8.4,Capcom,460000.0,Fighting,2410000.0,140000.0,1600000.0,Marvel vs. Capcom 3: Fate of Two Worlds,210000.00000000003,Capcom,T,147,7.3,2011,Medium,Medium,3,0c,0,0,48
154,8.75,Vicarious Visions,470000.0,Shooter,1440000.0000000002,0.0,900000.0,Doom 3,70000.0,Activision,M,1012,7.5,2005,High,Medium,1,0c,0,0,28
104,8.4,Codemasters Birmingham,1390000.0,Racing,2270000.0,90000.0,430000.0,F1 2010,370000.0,Codemasters,E,247,7.3,2010,Medium,Medium,0,0c,2,0,45
34,7.1,Capcom,30000.0,Role-Playing,1340000.0,1030000.0,240000.0,Monster Hunter Freedom,40000.0,Capcom,T,78,8.6,2005,Medium,High,0,2c,0,0,26
49,8.0,Nintendo,230000.0,Platform,1350000.0,240000.0,840000.0,Donkey Kong Jungle Beat,40000.0,Nintendo,E10+,30,8.3,2004,Medium,Medium,1,0c,0,0,26
110,7.300000000000002,Capcom,210000.00000000003,Shooter,1980000.0,170000.0,1400000.0000000002,Lost Planet: Extreme Condition,180000.0,Capcom,T,223,7.05,2006,Medium,Medium,2,0c,0,0,39
0,7.3378125,Electronic Arts,20000.0,Strategy,1340000.0,0.0,1320000.0,Command & Conquer: Red Alert 2,0.0,Electronic Arts,E,0,7.132601010101009,2000,Medium,Medium,2,0c,0,0,26
107,8.1,Rockstar Vienna,680000.0,Shooter,2010000.0,0.0,1120000.0,Max Payne 2: The Fall of Max Payne,190000.0,Take-Two Interactive,M,914,8.533333333333333,2003,Medium,High,2,0c,1,0,40
84,8.966666666666667,EA Sports,240000.0,Sports,2190000.0000000005,0.0,1740000.0,MVP Baseball 2004,210000.0,Electronic Arts,E,81,8.533333333333333,2004,High,High,3,0c,0,0,43
0,7.993750000000001,Level 5,0.0,Action,1330000.0,1330000.0,0.0,Yokai Watch 3,0.0,Level 5,T,0,8.39375,2016,Medium,Medium,0,2c,0,0,26
0,8.2,Sony Computer Entertainment,50000.0,Platform,1330000.0,0.0,1270000.0,Ratchet & Clank: Up Your Arsenal (Weekly american sales),20000.0,Sony Computer Entertainment,RP,0,7.25,2004,Medium,Medium,2,0c,0,0,26
130,8.3,Remedy Entertainment,560000.0,Action,1390000.0000000002,50000.0,660000.0,Alan Wake,140000.0,Microsoft Game Studios,T,2629,8.05,2010,Medium,Medium,1,0c,1,0,27
0,7.3378125,Electronic Arts,500000.0,Sports,1330000.0,0.0,740000.0,Triple Play 2001,90000.0,Electronic Arts,E,0,7.132601010101009,2000,Medium,Medium,1,0c,0,0,26
60,9.2,Retro Studios,350000.0,Shooter,1330000.0,70000.0,870000.0,Metroid Prime 2: Echoes,40000.0,Nintendo,T,279,8.8,2004,High,High,1,0c,0,0,26
19,5.5,Steel Monkeys,560000.0,Racing,1570000.0,0.0,830000.0000000001,Corvette,180000.00000000003,TDK Mediactive,E,33,7.55,2004,Low,Medium,1,0c,1,0,31
162,9.15,Rockstar Leeds,1050000.0,Action,2380000.0,80000.0,860000.0,Grand Theft Auto: Chinatown Wars,410000.00000000006,Take-Two Interactive,M,426,7.800000000000002,2009,High,Medium,1,0c,2,0,47
47,9.1,Blizzard Entertainment,130000.0,Role-Playing,1320000.0,0.0,10000.0,World of Warcraft: Wrath of the Lich King,1180000.0,Activision,T,930,7.5,2008,High,Medium,0,0c,0,2,26
0,8.01689189189189,Nintendo,160000.0,Puzzle,1320000.0,400000.0,730000.0,Gyromite,30000.0,Nintendo,E,0,7.977027027027025,1985,Medium,Medium,1,0c,0,0,26
0,7.861587301587302,Codemasters,1160000.0,Racing,1320000.0,20000.0,30000.0,TOCA 2: Touring Cars,110000.0,Codemasters,E,0,7.113181818181818,1998,Medium,Medium,0,0c,2,0,26
44,9.25,Visual Concepts,230000.0,Sports,2060000.0,0.0,1609999.9999999998,NFL 2K3,210000.0,Atari,E,40,7.85,2002,High,Medium,3,0c,0,0,41
71,7.0,Ubisoft,480000.0,Action,1320000.0,60000.0,530000.0,Assassin s Creed III: Liberation,240000.0,Ubisoft,M,318,7.2,2012,Medium,Medium,1,0c,0,0,26
0,7.05,Eidos Interactive,500000.0,Fighting,1320000.0,0.0,730000.0,Fighting Force,90000.0,Eidos Interactive,T,0,8.04,1997,Medium,Medium,1,0c,0,0,26
0,7.390344202898553,Capcom,40000.0,Role-Playing,1320000.0,960000.0,310000.0,Mega Man Battle Network 4: Red Sun / Blue Moon,10000.0,Capcom,T,0,7.886845878136195,2003,Medium,Medium,0,1c,0,0,26
32,7.3,Ubisoft Montreal,410000.0,Sports,1320000.0,0.0,790000.0,Your Shape: Fitness Evolved,110000.0,Ubisoft,E,25,7.5,2010,Medium,Medium,1,0c,0,0,26
36,7.4,Team Fusion,370000.0,Racing,1320000.0,20000.0,690000.0,Need for Speed Underground Rivals,240000.0,Electronic Arts,E,38,8.5,2005,Medium,Medium,1,0c,0,0,26
0,7.3378125,Electronic Arts,500000.0,Sports,1320000.0,0.0,730000.0,Madden NFL 97,90000.0,Electronic Arts,E,0,7.132601010101009,1996,Medium,Medium,1,0c,0,0,26
0,8.2,Sony Computer Entertainment,340000.0,Adventure,1310000.0,130000.0,670000.0,The ICO & Shadow of the Colossus Collection,170000.0,Sony Computer Entertainment,RP,0,7.25,2011,Medium,Medium,1,0c,0,0,26
0,8.2,Sony Computer Entertainment,290000.0,Shooter,1310000.0,90000.0,770000.0,MAG: Massive Action Game,160000.0,Sony Computer Entertainment,RP,0,7.25,2010,Medium,Medium,1,0c,0,0,26
0,7.366666666666667,Bethesda Softworks,500000.0,Racing,1310000.0,0.0,640000.0,IHRA Drag Racing 2,170000.0,Bethesda Softworks,E,63,7.4,2002,Medium,Medium,1,0c,0,0,26
25,6.9,Toys for Bob,480000.0,Platform,1610000.0,0.0,1030000.0,Madagascar,90000.00000000001,Activision,E10+,25,7.4,2005,Medium,Medium,2,0c,0,0,32
0,6.1656249999999995,THQ,670000.0,Adventure,1310000.0,0.0,570000.0,Rugrats Studio Tour,70000.0,THQ,T,0,6.446296296296296,1999,Medium,Medium,1,0c,1,0,26
0,5.652564102564103,Activision,70000.0,Platform,1310000.0,0.0,1220000.0,Pitfall II: Lost Caverns,20000.0,Activision,T,0,6.2716666666666665,1983,Low,Medium,2,0c,0,0,26
72,6.775,Acclaim,750000.0,Shooter,2360000.0000000005,0.0,1410000.0000000002,Turok: Evolution,200000.0,Acclaim Entertainment,M,62,7.0,2002,Medium,Medium,2,0c,1,0,47
136,7.85,Radical Entertainment,750000.0,Action,2550000.0,0.0,1490000.0,[Prototype],310000.0,Activision,M,664,7.75,2009,Medium,Medium,2,0c,1,0,50
0,6.842857142857143,Atari,80000.0,Adventure,1300000.0,0.0,1210000.0,Adventure,10000.0,Atari,E,0,7.435714285714286,2006,Medium,Medium,2,0c,0,0,25
0,5.5,Konami Digital Entertainment,350000.0,Role-Playing,1300000.0,0.0,940000.0,Yu-Gi-Oh! The Sacred Cards,20000.0,Konami Digital Entertainment,RP,0,6.1,2002,Low,Medium,1,0c,0,0,25
67,6.375,EA Sports,50000.0,Sports,2330000.0,20000.0,2000000.0,NBA Live 07,250000.0,Electronic Arts,E,116,6.3,2006,Medium,Medium,3,0c,0,0,46
83,7.8,Good-Feel,470000.0,Platform,1300000.0,110000.0,620000.0,Yoshi s Woolly World,100000.0,Nintendo,E,376,8.5,2015,Medium,Medium,1,0c,0,0,25
22,7.8,SCEA,20000.0,Misc,1300000.0,0.0,270000.0,SingStar  80s,1020000.0,Sony Computer Entertainment,T,6,8.3,2005,Medium,Medium,0,0c,0,2,25
0,8.189473684210526,SquareSoft,0.0,Role-Playing,1300000.0,1290000.0,0.0,Romancing SaGa 3,10000.0,SquareSoft,T,0,8.163157894736843,1995,Medium,Medium,0,2c,0,0,25
0,6.627380952380952,Namco Bandai Games,380000.0,Role-Playing,1300000.0,280000.0,560000.0,Digimon World,80000.0,Namco Bandai Games,E,0,7.155952380952383,1999,Medium,Medium,1,0c,0,0,25
25,6.8,Creatures Inc.,160000.0,Role-Playing,1290000.0,580000.0,500000.0,Pokemon Ranger: Guardian Signs,50000.0,Nintendo,E,25,8.2,2010,Medium,Medium,0,1c,0,0,25
0,7.390344202898553,Capcom,20000.0,Role-Playing,1290000.0,850000.0,390000.0,Mega Man Battle Network 3 Blue / White Version,30000.0,Capcom,T,0,7.886845878136195,2002,Medium,Medium,0,1c,0,0,25
0,7.390344202898553,Capcom,470000.00000000006,Action,1760000.0000000002,500000.0,700000.0000000001,Resident Evil Zero,100000.0,Capcom,T,0,7.886845878136195,2002,Medium,Medium,1,0c,0,0,35
0,6.183333333333334,Disney Interactive Studios,620000.0,Misc,1830000.0,0.0,1020000.0,High School Musical 3: Senior Year DANCE!,190000.0,Disney Interactive Studios,E10+,0,6.216666666666667,2008,Medium,Medium,2,0c,1,0,36
10,4.9,Pocket Studios,340000.0,Platform,1290000.0,0.0,930000.0,Pirates of the Caribbean: The Curse of the Black Pearl,20000.0,TDK Mediactive,E,5,6.2,2003,Low,Medium,1,0c,0,0,25
0,8.01689189189189,Nintendo,50000.0,Role-Playing,1290000.0,430000.0,740000.0,Mario & Luigi: Partners in Time,70000.0,Nintendo,E,0,7.977027027027025,2005,Medium,Medium,1,0c,0,0,25
19,6.7,M2,10000.0,Misc,1290000.0,60000.0,1130000.0,Namco Museum DS,90000.0,Atari,E,8,5.9,2007,Medium,Low,2,0c,0,0,25
51,7.5,Melbourne House,490000.0,Shooter,1290000.0,0.0,630000.0,Transformers,160000.0,Atari,T,27,8.6,2004,Medium,High,1,0c,0,0,25
110,7.2666666666666675,Ubisoft Sofia,920000.0,Action,2380000.0,60000.0,1090000.0,Assassin s Creed: Rogue,300000.0000000001,Ubisoft,M,972,7.433333333333334,2014,Medium,Medium,2,0c,1,0,47
40,6.3,EA Canada,480000.0,Sports,1620000.0,0.0,970000.0,EA Playground,160000.0,Electronic Arts,E,43,7.6,2007,Medium,Medium,1,0c,0,0,32
0,6.966666666666667,Take-Two Interactive,50000.0,Racing,1290000.0,0.0,1220000.0,Midnight Club 3: DUB Edition (America weekly sales),10000.0,Take-Two Interactive,E10+,0,7.543749999999999,2005,Medium,Medium,2,0c,0,0,25
0,6.2521929824561395,Ubisoft,30000.0,Sports,1280000.0,60000.0,1100000.0,Gold s Gym: Cardio Workout,90000.0,Ubisoft,E,13,8.4,2008,Medium,Medium,2,0c,0,0,25
51,8.5,Snowblind Studios,490000.0,Role-Playing,1280000.0,0.0,630000.0,Champions of Norrath,160000.0,Sony Online Entertainment,T,57,8.4,2004,Medium,Medium,1,0c,0,0,25
0,8.01689189189189,Nintendo,0.0,Misc,1280000.0,1280000.0,0.0,Yakuman,0.0,Nintendo,E,0,7.977027027027025,1989,Medium,Medium,0,2c,0,0,25
0,5.4,3DO,140000.0,Action,1280000.0,0.0,1100000.0,Army Men 3D,40000.0,3DO,T,0,5.710714285714286,1999,Low,Low,2,0c,0,0,25
84,7.5,Rockstar North,530000.0,Action,1470000.0,0.0,770000.0,Manhunt,170000.0,Take-Two Interactive,M,155,8.100000000000001,2003,Medium,Medium,1,0c,1,0,29
34,8.9,KCET,490000.0,Action,1280000.0,0.0,620000.0,Silent Hill 2,160000.0,Konami Digital Entertainment,M,557,8.9,2001,High,High,1,0c,0,0,25
12,9.3,Konami,400000.0,Platform,1270000.0,210000.0,580000.0,Castlevania: Symphony of the Night,80000.0,Konami Digital Entertainment,T,358,9.4,1997,High,High,1,0c,0,0,25
125,7.1,Vicarious Visions,420000.00000000006,Misc,4280000.0,0.0,3370000.0,Guitar Hero: Aerosmith,490000.0,Activision,T,108,6.3,2008,Medium,Medium,6,0c,0,0,85
74,7.083333333333332,TT Games,2110000.0,Action,5080000.0,110000.0,2280000.0000000005,The LEGO Movie Videogame,590000.0000000001,Warner Bros. Interactive Entertainment,E10+,270,6.6875,2014,Medium,Medium,4,0c,4,1,101
31,7.6,Maxis,50000.0,Simulation,1270000.0,0.0,1220000.0,The Sims 2: Nightlife,0.0,Electronic Arts,T,71,6.6,2005,Medium,Medium,2,0c,0,0,25
135,9.1,From Software,890000.0,Role-Playing,3010000.0,490000.00000000006,1310000.0,Dark Souls II,340000.0,Namco Bandai Games,T,4340,7.7,2014,High,Medium,2,0c,1,0,60
75,8.3,"Opus, Project Sora",350000.0,Action,1270000.0,360000.0,480000.0,Kid Icarus: Uprising,70000.0,Nintendo,E10+,487,8.7,2012,Medium,High,0,0c,0,0,25
46,5.9,"Nintendo, Spike Chunsoft",290000.0,Role-Playing,1270000.0,470000.0,440000.0,Pokemon Mystery Dungeon: Gates to Infinity,70000.0,Nintendo,E,134,6.3,2012,Low,Medium,0,0c,0,0,25
0,7.3378125,Electronic Arts,480000.0,Racing,1270000.0,0.0,710000.0,Road Rash,80000.0,Electronic Arts,E,0,7.132601010101009,1995,Medium,Medium,1,0c,0,0,25
62,8.3,Visual Concepts,170000.0,Sports,2290000.0,0.0,1900000.0,NBA 2K9,220000.0,Take-Two Interactive,E,85,7.399999999999999,2008,Medium,Medium,3,0c,0,0,45
0,8.01689189189189,Nintendo,160000.0,Shooter,1270000.0,410000.0,680000.0,Hogan s Alley,20000.0,Nintendo,E,0,7.977027027027025,1984,Medium,Medium,1,0c,0,0,25
108,7.425,Kojima Productions,760000.0,Action,2300000.0,450000.00000000006,810000.0,Metal Gear Solid V: Ground Zeroes,259999.99999999997,Konami Digital Entertainment,M,2461,6.159999999999998,2014,Medium,Medium,1,0c,1,0,45
35,7.5,CyberConnect2,380000.0,Role-Playing,1270000.0,260000.0,490000.0,.hack//Infection Part 1,130000.0,Atari,T,60,8.5,2002,Medium,Medium,0,0c,0,0,25
4,3.0,3G Studios,200000.0,Sports,1270000.0,0.0,960000.0,Jillian Michaels  Fitness Ultimatum 2009,110000.0,Deep Silver,E,23,2.0,2008,Worst,Worst,1,0c,0,0,25
60,8.6,Sega,240000.0,Role-Playing,1470000.0,290000.0,780000.0,Valkyria Chronicles,160000.0,Sega,T,433,8.6,2008,High,High,1,0c,0,0,29
86,7.233333333333333,Yuke s,930000.0,Fighting,2780000.0,20000.0,1500000.0,WWE  12,320000.0000000001,THQ,T,178,6.133333333333333,2011,Medium,Medium,2,0c,1,0,55
27,5.7,Sonic Team,300000.0,Platform,1270000.0,60000.0,870000.0,Sonic Adventure DX: Director s Cut,30000.0,Sega,E,139,7.9,2003,Low,Medium,1,0c,0,0,25
0,8.2,Sony Computer Entertainment,480000.0,Action,1270000.0,0.0,620000.0,Jet Li: Rise to Honor,160000.0,Sony Computer Entertainment,RP,0,7.25,2004,Medium,Medium,1,0c,0,0,25
