Critic_Count,Critic_Score,Developer,EU_Sales,Genre,Global_Sales,JP_Sales,NA_Sales,Name,Number_of_Records,Other_Sales,Publisher,Rating,User_Count,User_Score,Year_of_Release
44,3.3,Terminal Reality,0K,Shooter,1250000,0K,0K,The Walking Dead: Survival Instinct,1,0K,Activision,M,655,4.066666667,2013
22,7,The Sims Studio,0K,Simulation,630000,0K,0K,The Sims 3: Generations,1,0K,Electronic Arts,T,81,3.6,2011
31,8.2,SCE Japan Studio,0K,Platform,630000,0K,0K,Ape Escape 2,1,0K,Sony Computer Entertainment,E,32,8.4,2002
0,0,Universal Gamex,0K,Action,630000,0K,0K,X-Man,1,0K,Universal Gamex,RP,0,0,1982
105,7.5,SEGA Racing Studio,0K,Racing,1340000,0K,0K,Sega Rally Revo,1,0K,Sega,E,77,7.25,2007
25,8.9,Atlus Co.,0K,Role-Playing,630000,0K,0K,Shin Megami Tensei: Persona 3 FES,1,0K,Tecmo Koei,M,296,8.3,2007
38,8.133333333,EA Sports,0K,Sports,960000,0K,0K,FIFA Soccer 2002,1,0K,Electronic Arts,E,42,6.733333333,2001
28,6.366666667,Exient Entertainment,0K,Action,1050000,0K,0K,Angry Birds Trilogy,1,0K,Activision,E,67,3.933333333,2012
0,0,Square,0K,Role-Playing,630000,444K,0K,Final Fantasy VII International,1,0K,Square,RP,0,0,1997
113,8.1,Monolith Productions,0K,Action,1020000,0K,0K,Condemned 2: Bloodshot,1,0K,Sega,M,267,8.25,2008
113,9.15,Clover Studio,0K,Action,1370000,0K,0K,Okami,1,0K,Capcom,T,563,9.1,2006
40,8.9,Atlus,0K,Role-Playing,630000,0K,0K,Shin Megami Tensei: Persona 3 Portable,1,0K,Ghostlight,M,317,8.3,2009
61,6.925,SuperVillain Studios,0K,Action,2290000,0K,1459K,Crash of the Titans,1,0K,Vivendi Games,E10+,143,6.2,2007
10,5.4,Traveller's Tales,0K,Platform,630000,0K,0K,Buzz Lightyear of Star Command,1,0K,Activision,E,4,5.3,2000
46,7.9,"EA Sports, EA Canada",0K,Sports,1120000,0K,0K,NHL 16,1,0K,Electronic Arts,E10+,238,5.75,2015
0,0,Tecmo Koei,0K,Strategy,620000,0K,0K,Nobunaga no Yabou: Haouden,1,0K,Tecmo Koei,RP,0,0,1993
0,0,Sega,0K,Shooter,620000,444K,0K,Virtua Cop,1,0K,Sega,T,0,0,1995
45,8.7,KCEJ,0K,Action,1140000,0K,0K,Metal Gear Solid 2: Substance,1,0K,Konami Digital Entertainment,M,165,8.75,2006
109,7.6,Neversoft Entertainment,0K,Sports,1360000,0K,0K,Tony Hawk's American Wasteland,1,0K,Activision,T,51,7.533333333,2005
0,0,Acclaim Entertainment,0K,Fighting,620000,0K,0K,WWF in Your House,1,0K,Acclaim Entertainment,RP,0,0,1996
30,7.8,"Media Vision, Contrail",0K,Role-Playing,620000,0K,0K,Wild ARMs 3,1,0K,Ubisoft,T,38,8.4,2002
0,0,Sony Computer Entertainment,0K,Sports,620000,0K,0K,NBA ShootOut '97,1,0K,Sony Computer Entertainment,RP,0,0,1997
39,6.6,Atari,0K,Shooter,660000,0K,0K,Battlezone,1,0K,Atari,E,31,7,1982
53,7.3,Avalanche Software,0K,Platform,950000,0K,0K,Tak 2: The Staff of Dreams,1,0K,THQ,E,18,8.3,2004
34,4.6,Paon Corporation,0K,Racing,620000,0K,0K,Donkey Kong Barrel Blast,1,0K,Nintendo,E,26,6.8,2007
86,9.15,Clover Studio,0K,Action,900000,0K,0K,Viewtiful Joe,1,0K,Capcom,T,150,8.4,2003
0,0,Electronic Arts,0K,Racing,620000,0K,0K,Beetle Adventure Racing!,1,0K,Electronic Arts,E,0,0,1999
14,4.8,Lab Rats Games,0K,Sports,620000,0K,0K,Strike Force Bowling,1,0K,Play It,E,4,6.8,2004
0,0,Wizard Video Games,0K,Action,620000,0K,0K,Halloween,1,0K,Wizard Video Games,RP,0,0,1982
73,8,Ubisoft Paris,0K,Shooter,620000,0K,0K,Red Steel 2,1,0K,Ubisoft,T,178,8.6,2010
0,0,ASCII Entertainment,0K,Sports,620000,0K,0K,Bass Landing,1,0K,ASCII Entertainment,RP,0,0,1999
23,6.8,Acclaim Studios Cheltenham,0K,Racing,620000,0K,0K,XGRA: Extreme G-Racing Association,1,0K,Eidos Interactive,T,8,8.6,2004
33,5.533333333,Disney Interactive Studios,0K,Adventure,1620000,0K,0K,Bolt,1,0K,Disney Interactive Studios,E10+,18,6.566666667,2008
0,0,Nintendo,0K,Puzzle,620000,444K,0K,Mario's Picross,1,0K,Nintendo,E,0,0,1995
0,0,Namco Bandai Games,0K,Misc,620000,0K,0K,Pac-Man Player's Choice Bundle,1,0K,Namco Bandai Games,E,0,0,2003
0,0,Sega,0K,Fighting,620000,444K,0K,Fighters MEGAMiX,1,0K,Sega,T,0,0,1996
0,0,SquareSoft,0K,Role-Playing,620000,444K,0K,Bahamut Lagoon,1,0K,SquareSoft,T,0,0,1996
26,7.05,Omega Force,0K,Action,1150000,444K,0K,Warriors Orochi 3,1,0K,Ubisoft Annecy,T,54,8,2011
0,0,Namco Bandai Games,0K,Adventure,620000,444K,0K,Toshochu: Run for Money,1,0K,Namco Bandai Games,E,0,0,2012
0,0,Square Enix,0K,Role-Playing,620000,444K,0K,Dragon Quest Monsters: Joker 2 Professional,1,0K,Square Enix,T,0,0,2011
0,0,Acclaim Entertainment,0K,Sports,620000,0K,0K,NFL Quarterback Club 99,1,0K,Acclaim Entertainment,RP,0,0,1998
0,0,Banpresto,0K,Strategy,620000,444K,0K,Super Robot Taisen α Gaiden,1,0K,Banpresto,RP,0,0,2001
0,0,Ubisoft Quebec,0K,Strategy,620000,0K,0K,Battle of Giants: Dragons,1,0K,Ubisoft,E10+,4,6,2009
0,0,Sony Computer Entertainment,0K,Misc,620000,0K,0K,Start the Party!,1,0K,Sony Computer Entertainment,RP,0,0,2010
0,0,Sony Computer Entertainment,0K,Racing,610000,0K,0K,Formula 1: Championship Edition,1,0K,Sony Computer Entertainment,RP,0,0,2006
118,6.75,Cavia Inc.,0K,Role-Playing,900000,0K,0K,NieR,1,0K,Square Enix,M,389,8.35,2010
62,7.35,EA Canada,0K,Sports,1030000,0K,0K,2014 FIFA World Cup Brazil,1,0K,Electronic Arts,E,180,4.35,2014
0,0,Capcom,0K,Adventure,610000,0K,0K,Phoenix Wright: Ace Attorney - Trials and Tribulations,1,0K,Capcom,T,0,0,2007
0,0,THQ,0K,Action,610000,0K,0K,SpongeBob's Atlantis SquarePantis,1,0K,THQ,E,6,5.5,2007
0,0,Sony Computer Entertainment,0K,Misc,610000,0K,0K,SingStar Singalong With Disney,1,491K,Sony Computer Entertainment,RP,0,0,2008
25,7.2,Microsoft Game Studios,0K,Sports,610000,0K,0K,NFL Fever 2003,1,0K,Microsoft Game Studios,E,12,8.6,2002
56,5.5,Omega Force,0K,Action,720000,444K,0K,Samurai Warriors 2,1,0K,Tecmo Koei,T,31,8.75,2006
140,6.95,Artificial Mind and Movement,0K,Shooter,1110000,0K,0K,Wet,1,0K,Bethesda Softworks,M,141,6.85,2009
6,5.6,Cooking Mama Limited,0K,Simulation,610000,0K,0K,Cooking Mama 4: Kitchen Magic!,1,0K,505 Games,E,7,6,2011
55,7.3,5TH Cell,0K,Action,980000,0K,0K,Scribblenauts: Unlimited,1,0K,Warner Bros. Interactive Entertainment,E10+,130,7.4,2012
0,0,THQ,0K,Misc,610000,0K,0K,2 Games in 1: Sonic Battle & ChuChu Rocket!,1,0K,THQ,T,0,0,2005
42,8.1,Intelligent Systems,0K,Role-Playing,610000,0K,0K,Fire Emblem: Shadow Dragon,1,0K,Nintendo,E10+,106,7,2008
48,9.1,Retro Studios,0K,Shooter,610000,0K,0K,Metroid Prime: Trilogy,1,0K,Nintendo,T,316,9.3,2009
53,7.333333333,Vicious Cycle,0K,Shooter,980000,0K,0K,Robotech: Battlecry,1,0K,TDK Mediactive,T,23,7.966666667,2002
0,0,Cinegroupe,0K,Platform,610000,0K,0K,Dora the Explorer: Super Spies,1,0K,Gotham Games,E,5,8,2004
55,8.6,Intelligent Systems,0K,Strategy,610000,0K,0K,Advance Wars: Days of Ruin,1,0K,Nintendo,E10+,96,8.7,2006
55,7.15,High Impact Games,0K,Platform,1070000,0K,0K,Jak and Daxter: The Lost Frontier,1,0K,Sony Computer Entertainment,E10+,60,5.45,2009
7,4.9,Skyworks Technologies,0K,Misc,610000,0K,0K,Texas Hold 'Em Poker,1,0K,Majesco Entertainment,E,6,6.8,2004
29,8.1,Namco,0K,Shooter,610000,0K,0K,Time Crisis 3,1,0K,Namco Bandai Games,T,12,8.1,2003
131,8.4,PlatinumGames,0K,Shooter,1030000,0K,0K,Vanquish,1,0K,Sega,M,486,8.25,2010
0,0,Nintendo,0K,Misc,610000,444K,0K,Ganbaru Watashi no Kakei Diary,1,0K,Nintendo,E,0,0,2007
82,8.7,Media Molecule,0K,Adventure,610000,0K,0K,Tearaway,1,0K,Sony Computer Entertainment Europe,E,391,8.9,2013
0,0,Electronic Arts,0K,Platform,610000,0K,0K,Small Soldiers,1,0K,Electronic Arts,E,0,0,1998
0,0,GT Interactive,0K,Shooter,610000,0K,0K,Duke Nukem: Total Meltdown,1,0K,GT Interactive,RP,0,0,1997
51,6.85,Kush Games,0K,Sports,1210000,0K,0K,Major League Baseball 2K8,1,0K,Bethesda Softworks,E,46,6,2008
142,7.066666667,"Ascaron Entertainment GmbH, Ascaron Entertainment",0K,Role-Playing,1210000,0K,0K,Sacred 2: Fallen Angel,1,0K,Deep Silver,M,318,7.1,2009
53,6.2,2K Sports,0K,Sports,1210000,0K,0K,Major League Baseball 2K9,1,0K,Spike,E,47,4.8,2009
30,8.5,TOSE,0K,Role-Playing,610000,0K,0K,Final Fantasy IV Advance,1,0K,Nintendo,E10+,70,7.3,2005
50,5.65,Spike,0K,Fighting,1150000,0K,0K,Dragon Ball Z: Ultimate Tenkaichi,1,0K,Namco Bandai Games,T,129,5.6,2011
0,0,Ubisoft,0K,Simulation,610000,0K,0K,Petz: Dogz Pack,1,0K,Ubisoft,E10+,0,0,2008
0,0,Eidos Interactive,0K,Action,610000,0K,0K,Tomb Raider Chronicles,1,0K,Eidos Interactive,T,0,0,1999
19,6.2,Webfoot Technologies,0K,Action,610000,0K,0K,Dragon Ball Z: Buu's Fury,1,0K,Atari,E,39,8.9,2004
8,8.4,Vicarious Visions,0K,Action,610000,0K,0K,Spider-Man: Mysterio's Menace,1,0K,Activision,E,11,8.7,2001
0,0,Nintendo,0K,Misc,610000,0K,0K,Game & Watch Gallery 4,1,0K,Nintendo,E,0,0,2002
33,6.75,EA Games,0K,Racing,1080000,0K,0K,MySims Racing,1,0K,Electronic Arts,E,9,7.35,2009
34,7.5,CyberConnect2,0K,Fighting,610000,0K,0K,Naruto: Ultimate Ninja,1,0K,Atari,T,35,7.7,2003
14,5.9,TOSE,0K,Misc,610000,0K,0K,Pac-Man Party,1,0K,Namco Bandai Games,E10+,8,5.9,2010
0,0,Blue Fang Games,0K,Simulation,630000,0K,0K,World of Zoo,1,0K,THQ,E,17,8.3,2009
21,8,Nintendo,0K,Racing,600000,0K,0K,Wave Race: Blue Storm,1,0K,Nintendo,E,29,8.3,2001
39,5.05,Paradox Development,0K,Fighting,770000,0K,0K,Backyard Wrestling: Don't Try This at Home,1,0K,Eidos Interactive,M,36,6.4,2003
55,6.4,Ryu ga Gotoku Studios,0K,Shooter,600000,0K,0K,Yakuza: Dead Souls,1,0K,Sega,M,69,7.4,2011
0,0,Capcom,0K,Role-Playing,600000,444K,0K,MonHun Nikki: Poka Poka Ailu Mura,1,0K,Capcom,T,0,0,2010
53,6,Microsoft Game Studios,0K,Sports,600000,0K,0K,Kinect Sports Rivals,1,0K,Microsoft Game Studios,E10+,144,5.1,2014
47,6.65,Omega Force,0K,Action,750000,0K,0K,Dynasty Warriors 8,1,0K,Tecmo Koei,T,110,8,2013
0,0,Konami Digital Entertainment,0K,Role-Playing,600000,0K,0K,Suikoden,1,0K,Konami Digital Entertainment,RP,0,0,1995
65,6.65,Sanzaru Games,0K,Platform,730000,0K,0K,Secret Agent Clank,1,0K,Sony Computer Entertainment,E10+,49,7.25,2009
38,3.2,Ubisoft,0K,Fighting,600000,0K,0K,Fighters Uncaged,1,0K,Ubisoft,T,23,4.6,2010
20,6.15,Ubisoft,0K,Racing,740000,0K,0K,Rayman Arena,1,0K,Ubisoft,E,14,7.9,2001
58,5.15,Appaloosa Interactive,0K,Action,750000,0K,0K,Jaws Unleashed,1,0K,THQ,M,48,6.85,2006
0,0,Compile,0K,Puzzle,600000,444K,0K,Puyo Puyo Sun,1,0K,Compile,RP,0,0,1997
0,0,Konami Digital Entertainment,0K,Sports,600000,0K,0K,International Superstar Soccer 64,1,0K,Konami Digital Entertainment,RP,0,0,1997
0,0,Nintendo,0K,Racing,600000,0K,0K,Mickey's Speedway USA,1,0K,Nintendo,E,0,0,2000
75,3.883333333,Artificial Mind and Movement,0K,Action,2830000,0K,0K,The Golden Compass,1,491K,Sega,E10+,57,4.983333333,2007
0,0,Namco Bandai Games,0K,Fighting,600000,444K,0K,From TV Animation One Piece: Grand Battle 2,1,0K,Namco Bandai Games,E,0,0,2002
0,0,Konami Digital Entertainment,0K,Simulation,600000,444K,0K,BeatMania Append 3rdMix,1,0K,Konami Digital Entertainment,RP,0,0,1998
58,8.1,Vanillaware,0K,Role-Playing,820000,0K,0K,Muramasa: The Demon Blade,1,0K,Rising Star Games,T,101,8.7,2009
0,0,Disney Interactive Studios,0K,Misc,770000,0K,0K,Disney TH!NK Fast: The Ultimate Trivia Showdown,1,0K,Disney Interactive Studios,E10+,0,0,2008
0,0,Disney Interactive Studios,0K,Platform,1120000,0K,0K,Frozen: Olaf's Quest,1,0K,Disney Interactive Studios,E10+,0,0,2013
0,0,Electronic Arts,0K,Adventure,600000,0K,0K,Xena: Warrior Princess,1,0K,Electronic Arts,E,0,0,1998
0,0,Nintendo,0K,Strategy,600000,0K,0K,New Play Control! Pikmin 2,1,0K,Nintendo,E,0,0,2009
77,6.975,TT Games,1104K,Action,2440000,0K,0K,LEGO The Hobbit,1,0K,Warner Bros. Interactive Entertainment,E10+,169,6.566666667,2014
19,7.2,SquareSoft,0K,Strategy,640000,444K,0K,Front Mission,1,0K,SquareSoft,T,9,8.9,1995
62,6.85,Yuke's,0K,Sports,1000000,0K,0K,WWE 2K17,1,0K,Take-Two Interactive,T,124,5.5,2016
0,0,Nintendo,0K,Platform,600000,0K,0K,New Play Control! Donkey Kong Jungle Beat,1,0K,Nintendo,E,0,0,2008
50,5.95,EA Sports,0K,Sports,1820000,0K,0K,NHL 15,1,0K,Electronic Arts,E10+,578,2.8,2014
62,9,Creative Assembly,0K,Strategy,600000,0K,0K,Total War: Shogun 2,1,0K,Sega,T,1180,8.3,2011
0,0,Banpresto,0K,Strategy,600000,444K,0K,Dai-2-Ji Super Robot Taisen α,1,0K,Banpresto,RP,0,0,2003
0,0,Microsoft Game Studios,0K,Racing,600000,0K,0K,PGR3 - Project Gotham Racing 3,1,0K,Microsoft Game Studios,E,0,0,2005
27,6.9,Aki Corp.,0K,Simulation,600000,0K,0K,SimCity DS,1,0K,Electronic Arts,E,18,6.3,2007
19,6.25,Climax Group,0K,Racing,690000,0K,0K,Hot Wheels: Stunt Track Challenge,1,0K,THQ,E,13,7.15,2004
0,0,Banpresto,0K,Strategy,590000,444K,0K,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,1,0K,Banpresto,RP,0,0,2005
0,0,Konami Digital Entertainment,0K,Sports,590000,444K,0K,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,1,0K,Konami Digital Entertainment,RP,0,0,1997
0,0,Electronic Arts,0K,Sports,650000,0K,0K,CyberTiger,1,0K,Electronic Arts,E,0,0,1998
0,0,Sony Computer Entertainment,0K,Misc,590000,0K,0K,Jampack Fall 2001,1,0K,Sony Computer Entertainment,RP,0,0,2001
0,0,Konami Digital Entertainment,0K,Sports,590000,444K,0K,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,1,0K,Konami Digital Entertainment,RP,0,0,1998
34,8.3,Ryu ga Gotoku Studios,0K,Action,590000,444K,0K,Yakuza 5,1,0K,Sega,M,180,8.5,2012
0,0,Mattel Interactive,0K,Puzzle,590000,0K,0K,BurgerTime,1,0K,Mattel Interactive,RP,0,0,1981
45,7.666666667,EA Sports,0K,Sports,830000,0K,0K,2002 FIFA World Cup,1,0K,Electronic Arts,E,28,7.433333333,2002
0,0,Coleco,0K,Action,590000,0K,0K,Smurf: Rescue In Gargamel's Castle,1,0K,Coleco,RP,0,0,1981
0,0,Nintendo,0K,Puzzle,590000,0K,0K,Pokemon Trozei!,1,0K,Nintendo,E,0,0,2005
0,0,Acclaim Entertainment,0K,Racing,590000,0K,0K,Extreme-G,1,0K,Acclaim Entertainment,RP,0,0,1997
0,0,505 Games,0K,Misc,840000,0K,0K,Spelling Challenges and more!,1,0K,505 Games,T,0,0,2007
42,7.3,Team Ninja,0K,Sports,590000,0K,0K,Dead or Alive Xtreme Beach Volleyball,1,0K,Microsoft Game Studios,M,47,7.8,2003
0,0,Namco Bandai Games,0K,Role-Playing,660000,444K,0K,Tales of Rebirth,1,0K,Namco Bandai Games,E,0,0,2004
92,7.633333333,Climax Group,0K,Action,1360000,0K,0K,Silent Hill: Shattered Memories,1,0K,Konami Digital Entertainment,M,351,7.433333333,2010
0,0,Sony Computer Entertainment,0K,Action,590000,0K,0K,Barbie: Race & Ride,1,0K,Sony Computer Entertainment,RP,0,0,1999
0,0,Square Enix,0K,Shooter,1150000,0K,0K,Kane & Lynch 2: Dog Days,1,0K,Square Enix,T,0,0,2010
38,6,Gameloft,0K,Racing,590000,0K,0K,Asphalt: Urban GT,1,0K,Ubisoft,E,13,7.5,2004
70,8.066666667,Atomic Planet Entertainment,0K,Platform,1140000,0K,0K,Mega Man Anniversary Collection,1,0K,Capcom,E,42,9,2004
25,8.1,TOSE,0K,Simulation,590000,0K,0K,Harvest Moon: Friends of Mineral Town,1,0K,Ubisoft,E,116,9.6,2003
0,0,Atari,0K,Sports,670000,0K,0K,Backyard NBA Basketball,1,0K,Atari,E,0,0,2003
34,8,Ubisoft Montreal,0K,Action,590000,0K,0K,Naruto: The Broken Bond,1,0K,Ubisoft,T,46,7.8,2008
0,0,Nintendo,0K,Sports,590000,444K,0K,Kirby's Dream Course,1,0K,Nintendo,E,0,0,1994
53,8.2,Intelligent Systems,0K,Misc,590000,0K,0K,WarioWare D.I.Y.,1,0K,Nintendo,E,39,8.7,2009
39,4.8,Coldwood Interactive,0K,Fighting,590000,0K,0K,The Fight: Lights Out,1,0K,Sony Computer Entertainment,T,77,7.5,2010
30,5.8,"Valuewave Co.,Ltd.",0K,Action,580000,0K,0K,Mega Man X7,1,0K,Capcom,E,38,5.1,2003
34,6.7,TOSE,0K,Role-Playing,580000,0K,0K,Final Fantasy Anniversary Edition,1,0K,Square Enix,E10+,47,7.7,2007
0,0,Konami Digital Entertainment,0K,Simulation,960000,889K,0K,Tokimeki Memorial: Forever with You,1,0K,Konami Digital Entertainment,RP,0,0,1995
102,5.366666667,Ubisoft Montreal,0K,Action,1100000,0K,0K,Lost: Via Domus,1,0K,Ubisoft,T,124,6.433333333,2008
101,7.366666667,Pam Development,1104K,Action,1710000,0K,0K,Top Spin 3,1,0K,Take-Two Interactive,E,85,6.933333333,2008
6,3.3,Farsight Studios,0K,Misc,580000,0K,0K,Game Party in Motion,1,0K,Warner Bros. Interactive Entertainment,E,9,3.7,2010
67,7.133333333,EA Games,0K,Role-Playing,1090000,0K,0K,The Lord of the Rings: The Third Age,1,0K,Electronic Arts,T,91,8.166666667,2004
0,0,Disney Interactive Studios,0K,Misc,1530000,0K,0K,Disney Sing It! High School Musical 3: Senior Year,1,0K,Disney Interactive Studios,E10+,0,0,2008
0,0,Sega,1104K,Racing,2260000,0K,0K,Sonic & All-Stars Racing Transformed,1,0K,Sega,T,0,0,2012
39,8.35,SCEA San Diego Studios,0K,Sports,880000,0K,0K,MLB 11: The Show,1,0K,Sony Computer Entertainment,E,98,6.666666667,2011
0,0,Activision,0K,Shooter,1090000,0K,0K,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",1,0K,Activision,T,0,0,2010
31,6.8,Asobo Studio,0K,Adventure,580000,0K,0K,Kinect Rush: A Disney Pixar Adventure,1,0K,Microsoft Game Studios,E,15,5.1,2012
0,0,3DO,0K,Sports,580000,0K,0K,Sammy Sosa High Heat Baseball 2001,1,0K,3DO,T,0,0,2000
45,3.65,Black Ops Entertainment,0K,Action,720000,0K,0K,Terminator 3: Rise of the Machines,1,0K,Atari,T,33,4.15,2003
113,7.175,Beenox,0K,Misc,1570000,0K,0K,Guitar Hero: Smash Hits,1,0K,Activision,T,39,7.275,2009
122,7.233333333,Ubisoft Romania,0K,Action,1180000,0K,0K,Tom Clancy's HAWX,1,0K,Ubisoft,T,215,7.566666667,2009
147,7.166666667,Spicy Horse,0K,Adventure,1200000,0K,0K,Alice: Madness Returns,1,0K,Electronic Arts,M,897,8.133333333,2011
48,8.3,Atlus,0K,Role-Playing,580000,0K,0K,Shin Megami Tensei IV,1,0K,Atlus,M,251,8.3,2013
0,0,Konami Digital Entertainment,0K,Sports,580000,0K,0K,International Superstar Soccer '98,1,0K,Konami Digital Entertainment,RP,0,0,1998
0,0,Electronic Arts,0K,Sports,580000,0K,0K,FIFA: Road to  World Cup 98,1,0K,Electronic Arts,E,0,0,1997
0,0,Electronic Arts,0K,Sports,580000,0K,0K,World Cup 98,1,0K,Electronic Arts,E,0,0,1998
18,8.45,Monster Games Inc.,0K,Racing,670000,0K,0K,NASCAR: Dirt to Daytona,1,0K,Unknown,E,26,8.05,2006
23,7.7,Epic Games,0K,Shooter,580000,0K,0K,Unreal Tournament,1,0K,Infogrames,M,13,6.8,2000
5,4.2,Bandai,0K,Role-Playing,580000,0K,0K,Digimon World 2,1,0K,Namco Bandai Games,E,47,7.6,2000
29,7.6,Namco Bandai Games,0K,Role-Playing,1270000,889K,0K,Tales of Phantasia,1,0K,Namco Bandai Games,E,24,8.1,1998
0,0,Sony Computer Entertainment,0K,Role-Playing,580000,0K,0K,Xenosaga Episode II: Jenseits von Gut und Böse,1,0K,Sony Computer Entertainment,RP,0,0,2004
0,0,BMG Interactive Entertainment,0K,Platform,580000,0K,0K,Gex: Enter the Gecko,1,0K,BMG Interactive Entertainment,RP,0,0,1998
0,0,Activision,0K,Adventure,580000,0K,0K,Shrek 2: Beg for Mercy,1,0K,Activision,T,0,0,2004
53,7.1,CyberConnect2,0K,Fighting,640000,444K,0K,JoJo's Bizarre Adventure: All Star Battle,1,0K,Namco Bandai Games,T,55,8.3,2013
33,7.8,KCET,0K,Shooter,580000,0K,0K,Contra: Shattered Soldier,1,0K,Konami Digital Entertainment,T,25,6.6,2002
0,0,THQ,0K,Racing,580000,0K,0K,Championship Motocross featuring Ricky Carmichael,1,0K,THQ,T,0,0,1998
0,0,Namco Bandai Games,0K,Role-Playing,580000,444K,0K,Dragon Ball Z: Chou Saiya Densetsu,1,0K,Namco Bandai Games,E,0,0,1992
49,7.1,Matrix Software,0K,Role-Playing,580000,0K,0K,Final Fantasy: The 4 Heroes of Light,1,0K,Square Enix,E10+,38,7.1,2009
0,0,Nintendo,0K,Strategy,580000,444K,0K,Fire Emblem: Seisen no Keifu,1,0K,Nintendo,E,0,0,1996
68,7.6,Electronic Arts,0K,Sports,700000,0K,0K,FIFA Soccer,1,0K,Electronic Arts,E,101,7.45,2012
14,7.7,Acquire,0K,Action,580000,0K,0K,Tenchu 2: Birth of the Stealth Assassins,1,0K,Activision,M,32,8.7,2000
0,0,Take-Two Interactive,0K,Action,1050000,0K,0K,Go Diego Go! Great Dinosaur Rescue,1,0K,Take-Two Interactive,E10+,0,0,2008
22,5.2,Cavia Inc.,0K,Action,580000,0K,0K,Naruto: Uzumaki Chronicles 2,1,0K,Namco Bandai Games,T,17,6.9,2006
80,7.833333333,EA Canada,0K,Sports,910000,0K,0K,NHL 06,1,0K,Electronic Arts,E10+,54,8.733333333,2005
14,7.9,SquareSoft,0K,Role-Playing,580000,0K,0K,Parasite Eve II,1,0K,SquareSoft,M,77,9,1999
50,7.1,Electronic Arts,0K,Sports,750000,0K,0K,Skate it,1,0K,Electronic Arts,E,37,8.1,2008
17,6.95,High Impact Games,0K,Action,890000,0K,0K,Phineas and Ferb: Across the 2nd Dimension,1,0K,Disney Interactive Studios,E10+,15,7.45,2011
15,7.2,Electronic Arts,0K,Simulation,710000,0K,0K,Theme Park,1,0K,Electronic Arts,E,14,7.6,1994
56,8.5,Ubisoft Montreal,0K,Shooter,570000,0K,0K,Far Cry Instincts,1,0K,Ubisoft,M,73,5.7,2005
32,6.3,Climax Group,0K,Racing,570000,0K,0K,ATV Offroad Fury: Blazin' Trails,1,0K,SouthPeak Games,E,16,7.8,2005
81,7.6,Overkill Software,0K,Shooter,1510000,0K,0K,Payday 2,1,0K,505 Games,M,3942,5.3,2013
0,0,Namco Bandai Games,0K,Strategy,570000,444K,0K,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,1,0K,Namco Bandai Games,E,0,0,2000
71,5.9,Midway Studios - Austin,0K,Shooter,650000,0K,0K,Blacksite: Area 51,1,0K,Midway Games,T,83,6.2,2007
25,6,Vicarious Visions,0K,Action,570000,0K,0K,Spyro Orange: The Cortex Conspiracy,1,0K,Vivendi Games,E,12,7,2004
0,0,Sony Computer Entertainment,0K,Role-Playing,570000,0K,0K,Beyond The Beyond,1,0K,Sony Computer Entertainment,RP,0,0,1995
31,8.1,The Sims Studio,0K,Simulation,570000,0K,0K,The Sims 3: World Adventures,1,0K,Electronic Arts,T,72,8,2009
0,0,Capcom,0K,Action,570000,0K,0K,Mega Man Star Force 2: Zerker x Ninja / Saurian,1,0K,Capcom,T,0,0,2007
101,8.65,Arc System Works,0K,Fighting,940000,0K,0K,BlazBlue: Calamity Trigger,1,0K,PQube,T,208,8.533333333,2009
27,7.3,CyberConnect2,0K,Fighting,570000,0K,0K,Naruto: Ultimate Ninja 2,1,0K,Namco Bandai Games,T,27,7.9,2004
0,0,Nintendo,0K,Action,570000,444K,0K,The Mysterious Murasame Castle,1,0K,Nintendo,E,0,0,1986
0,0,GT Interactive,0K,Sports,630000,0K,0K,NBA Hangtime,1,0K,GT Interactive,RP,0,0,1997
30,7.1,Stormfront Studios,0K,Shooter,570000,0K,0K,Blood Wake,1,0K,Microsoft Game Studios,T,13,7.5,2001
22,5.7,Omega Force,0K,Action,570000,0K,0K,Dynasty Warriors 5: Xtreme Legends,1,0K,Tecmo Koei,T,26,9.1,2005
0,0,Rising Star Games,0K,Simulation,570000,0K,0K,Harvest Moon: Sunshine Islands,1,0K,Rising Star Games,E,0,0,2008
138,7.416666667,EA Canada,0K,Sports,1570000,0K,0K,FIFA World Cup Germany 2006,1,0K,Electronic Arts,E,94,7.3,2006
36,7.4,Bunkasha Publishing,0K,Racing,570000,0K,0K,Wreckless: ThE YaKuza MisSiOns,1,0K,Activision,T,13,5.2,2002
0,0,Hudson Soft,0K,Puzzle,570000,444K,0K,Super Bomberman,1,0K,Hudson Soft,E,0,0,1992
88,6.1,Trion Worlds,0K,Shooter,1130000,0K,0K,Defiance,1,0K,Trion Worlds,M,1055,6.866666667,2013
39,8,Nippon Ichi Software,0K,Role-Playing,720000,0K,0K,Disgaea 4: A Promise Unforgotten,1,0K,Nippon Ichi Software,T,126,7.8,2011
5,4.7,Natsume,0K,Action,1100000,0K,0K,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,1,0K,THQ,E,15,5.7,2008
